SOURCE	TARGET
ما	ما	UC
لضمان	لضمان	UC
نجاح	نجاح	UC
مستقبله	مستقبله	UC
فكذلك	وكذلك	REPLACE_MI
أنا	أنا	UC
اسمي	اسمي	UC
معلومة	معلومة	UC
شخصية	شخصية	UC
محذوفة	محذوفة	UC
وأنا	وأنا	UC
طالب	طالب	UC
في	في	UC
المستوى	المستوى	UC
الثالث	الثالث	UC
بمعهد	بمعهد	UC
اللغة	اللغة	UC
العربية	العربية	UC
أنا	أنا	UC
ابن	ابن	UC
تسع	تسع	UC
عشرة	عشرة	UC
سنة	سنة	UC
ومن	ومن	UC
مواليد	مواليد	UC
ماليزيا	ماليزيا	UC
بالنسبة	بالنسبة	UC
للتخصص	للتخصص	UC
الذي	الذي	UC
أرغب	أرغب	UC
في	في	UC
دراسته	دراسته	UC
في	في	UC
مستقبلي	مستقبلي	UC
هو	هو	UC
الدراسات	الدراسات	UC
الإسلامية	الإسلامية	UC
والعربية	والعربية	UC
صراحة	صراحة	UC
أنا	أنا	UC
كنت	كنت	UC
طالبا	طالبا	UC
في	في	UC
إحدى	إحدى	UC
المدارس	المدارس	UC
للعلوم	للعلوم	UC
في	في	UC
المرحلة	المرحلة	UC
الثانوية	الثانوية	UC
ولم	ولم	UC
يطرأ	يطرأ	UC
على	على	UC
بال	بال	UC
أحد	أحد	UC
من	من	UC
المدرسين	المدرسين	UC
وحتى	وحتى	UC
أبوي	أبي	REPLACE_OD
أن	أن	UC
أميل	أميل	UC
على	إلى	REPLACE_SW
هذا	هذا	UC
التخصص	التخصص	UC
أنه	إنها	REPLACE_SW
لنعمة	لنعمة	UC
انعهما	أنعهما	REPLACE_OH
الله	الله	UC
علي	علي	UC
لقد	لقد	UC
كنت	كنت	UC
منذ	منذ	UC
طفولتي	طفولتي	UC
حريصا	حريصا	UC
على	على	UC
تعلم	تعلم	UC
العلوم	العلوم	UC
الإسلامية	الإسلامية	UC
وذلك	وذلك	UC
بتشجيع	بتشجيع	UC
بعض	بعض	UC
الأساتذة	الأساتذة	UC
ولم	ولم	UC
يكن	يكن	UC
هناك	هناك	UC
أحد	أحد	UC
من	من	UC
أفراد	أفراد	UC
أسرتي	أسرتي	UC
أو	أو	UC
غيرهم	غيرهم	UC
ممن	ممن	UC
حولي	حولي	UC
متخصصا	متخصصا	UC
في	في	UC
هذا	هذا	UC
المجال	المجال	UC
كما	كما	UC
قلت	قلت	UC
سابقا	سابقا	UC
أن	أن	UC
هذه	هذه	UC
الرغبة	الرغبة	UC
نعمة	نعمة	UC
أنعمها	أنعمها	UC
الله	الله	UC
علي	علي	UC
الدعم	الدعم	UC
الرئيسي	الرئيسي	UC
الذي	الذي	UC
دفعني	دفعني	UC
على	إلى	REPLACE_SW
اختياري	اختياري	UC
هذا	هذا	UC
التخصص	التخصص	UC
هو	هو	UC
كثرة	كثرة	UC
الوسائل	الوسائل	UC
وتنوعها	وتنوعها	UC
للوصول	للوصول	UC
على	إلى	REPLACE_SW
العلوم	العلوم	UC
الإسلامية	الإسلامية	UC
في	في	UC
ماليزيا	ماليزيا	UC
وتشجيع	وتشجيع	UC
بعض	بعض	UC
الأساتذة	الأساتذة	UC
لأكون	لأكون	UC
داعيا	داعيا	UC
إلى	إلى	UC
الله	الله	UC
على	على	UC
بصيرة	بصيرة	UC

رحلة	رحلة	UC
السياحية	سياحية	REPLACE_XF
سافرت	سافرت	UC
مع	مع	UC
أصدقائي	أصدقائي	UC
إلى	إلى	UC
	ايل	INSERT_XM
	دي	INSERT_XM
كاسا	كاسا	UC
غينيا	غينيا	UC
كونا كرما	كوناكري	REPLACE_X
في	فى	REPLACE_OA
العطلة	العطلة	UC
كانت	كانت	UC
الرحلة	الرحلة	UC
ممتعة	ممتعة	UC
وجميلة	وجميلة	UC
وكأ نت	وكانت	REPLACE_S
الأماكن	الأماكن	UC
رائعة	رائعة	UC
ومتميزة	ومتميزة	UC
ومريحة	ومريحة	UC
أحب	أحب	UC
أن	أن	UC
أذهب	أذهب	UC
إلى	إلى	UC
هذه	هذه	UC
الأماكن	الأماكن	UC
الجميلة	الجميلة	UC
بين	بين	UC
أيد	هؤلاء	REPLACE_SW
يهم		DELETE_XM
الكرم	الكرماء	REPLACE_OH+REPLACE_OM
مع	مع	UC
العلم	العلم	UC
أنت	أنني	REPLACE_OR
قليل	قليل	UC
الخبرة	الخبرة	UC
في	فى	REPLACE_OA
هذه	هذه	UC
الأماكن	الأماكن	UC
لأني	لأني	UC
ذهبت	ذهبت	UC
مرة	مرة	UC
واحدة	واحدة	UC
فقت	فقط	REPLACE_OR
إليها	إليها	UC
وكانت	وكانت	UC
في	فى	REPLACE_OA
شهر	شهر	UC
يونيو	يونيو	UC
عام	عام	UC
2012م	2012 م	SPLIT
وكان	وكان	UC
الجو	الجو	UC
جميل	جميلا	REPLACE_XC
نعود	نعود	UC
لنستعرف	لنعرف	REPLACE_OD
تفاصيل	تفاصيل	UC
رحلتنا	رحلتنا	UC
لأنه	لأنها	REPLACE_XG
بدأت	بدأت	UC
منذ	منذ	UC
وصولنا	وصولنا	UC
لبلد	لبلد	UC
الابتسامة	الابتسامة	UC
لأنه	لأنني	REPLACE_SW
أهديها	أهديها	UC
لكل	لكل	UC
عضو	عضو	UC
وكل	وكل	UC
قارئ	قارئ	UC
يدخل	يدخل	UC
ويقرأ	ويقرأ	UC
ليستمتع	ليستمتع	UC
معنا	معنا	UC
ويستفيد	ويستفيد	UC
مما	مما	UC
سوف	سوف	UC
نقدمه	نقدمه	UC
من	من	UC
معلومات	معلومات	UC
وتفاصيل	وتفاصيل	UC
في	في	UC
هذا	هذا	UC
التقرير	التقرير	UC
الذي	الذي	UC
أدعو	أدعو	UC
الله	الله	UC
أن	أن	UC
يوفقنا	يوفقنا	UC
في	فى	REPLACE_OA
طرحه	طرحه	UC
وحيث	وحيث	UC
أننا	أننا	UC
انطلقنا	انطلقنا	UC
في	فى	REPLACE_OA
الطريق	الطريق	UC
قبل	قبل	UC
الوصول	الوصول	UC
بلحظات	بلحظات	UC
شرد	شرد	UC
البال	البال	UC
قليلا	قليلا	UC
وأنا	وأنا	UC
أتأمل	أتأمل	UC
في	فى	REPLACE_OA
المنظر	المنظر	UC
الخارجي	الخارجي	UC
وأتأمل	وأتأمل	UC
اللون	اللون	UC
الأخضر	الأخضر	UC
الذي	الذي	UC
غطى	غطى	UC
البلد	البلد	UC
ومع	مع	REPLACE_MI
هذا	هذا	UC
الشرود	الشرود	UC
بعد	بعد	UC
ما		DELETE_XM
وصلنا	وصولنا	REPLACE_OH+REPLACE_OM
الذي	الذي	UC
كان	كان	UC
في	فى	REPLACE_OA
تمام	تمام	UC
الساعة	الساعة	UC
السابعة	السابعة	UC
والنصف	والنصف	UC
صباحا	صباحا	UC
مشينا	مشينا	UC
مع	مع	UC
الجموع	الجموع	UC
المعتشدة	المحتشدة	REPLACE_OR
ومسكنا	ومكثنا	REPLACE_OR
في	فى	REPLACE_OA
الفندق	الفندق	UC
وكان	وكان	UC
اختيار	اختيار	UC
الفندق	الفندق	UC
موقف	موفقا	REPLACE_OM+REPLACE_OR
من	من	UC
حيث	حيث	UC
الطبيعة	الطبيعة	UC
وكانت	وكانت	UC
الغرف	الغرف	UC
أقرب	أقرب	UC
إلى	إلى	UC
ممتارة		DELETE_XM
المستوى	المستوى	UC
	الممتاز	INSERT_XM
ونظيفة	ونظيفة	UC
والخدمة	والخدمة	UC
كانت	كانت	UC
عالية	عالية	UC
وكنا	وكنا	UC
مسرورات	مسرورات	UC
في	فى	REPLACE_OA
هذا	هذه	REPLACE_XG
الأيام	الأيام	UC
وسعيدات	وسعيدات	UC
لأننا	لأننا	UC
استرحنا	استرحنا	UC
في	فى	REPLACE_OA
هذه	هذه	UC
الرحلة	الرحلة	UC
ونستفدنا	واستفدنا	REPLACE_OR
وأتمنى	وأتمنى	UC
أن	أن	UC
أرجع	أرجع	UC
إلى	إلى	UC
هذه	هذه	UC
الأماكن	الأماكن	UC
الجملية	الجميلة	REPLACE_OC
بآذن	بإذن	REPLACE_OR
الله	الله	UC

الرحلة	الرحلة	UC
إلى	إلى	UC
القرية	القرية	UC
لكل	لكل	UC
رحلة	رحلة	UC
سبب	سبب	UC
أدى	أدى	UC
إلى	إلى	UC
القيام	القيام	UC
بها	بها	UC
وهو	وهو	UC
إما	إما	UC
السياحة	السياحة	UC
أو	أو	UC
الريارة	الزيارة	REPLACE_OR
العمرة	العمرة	UC
الحج	الحج	UC
وغيرها	وغيرها	UC
في	في	UC
يوم	يوم	UC
من	من	UC
الأيام	الأيام	UC
قررت	قررت	UC
أن	أن	UC
أزور	أزور	UC
أقاربي	أقاربي	UC
في	في	UC
القرية	القرية	UC
واستعدت	واستعددت	REPLACE_MI
لهذه	لهذه	UC
الرحلة	الرحلة	UC
لمدة	لمدة	UC
أسبوع	أسبوع	UC
لأنني	لأنني	UC
كنت	كنت	UC
بحاجة	بحاجة	UC
لشراء	لشراء	UC
بعض	بعض	UC
الهدايا	الهدايا	UC
وبعض	وبعض	UC
المتطلبات	المتطلبات	UC
الشخصية	الشخصية	UC
ولقد	ولقد	UC
قمت	قمت	UC
بتلك	بتلك	UC
الرحلة	الرحلة	UC
يوم	يوم	UC
الثلاثاء	الثلاثاء	UC
مع	مع	UC
أحد	أحد	UC
أقاربي	أقاربي	UC
وكانت	وكانت	UC
الرحلة	الرحلة	UC
ممتعة	ممتعة	UC
جدا	جدا	UC
ولكن	ولكن	UC
واجهتني	واجهتني	UC
بعض	بعض	UC
المشكلات	المشكلات	UC
لأني	لأني	UC
ما	ما	UC
أفطرت	أفطرت	UC
وكان	وكان	UC
وعندي	عندي	REPLACE_MI
مولود	مولود	UC
جديد	جديد	UC
يرضع	يرضع	UC
وكان	وكان	UC
الطريق	الطريق	UC
قبل	قبل	UC
الوصول	الوصول	UC
إلى	إلى	UC
الموقف	الموقف	UC
المطعم	المطعم	UC
الذي	الذي	UC
نتغدى	سنتغدى	REPLACE_MT
فيه	فيه	UC
طويلا	طويلا	UC
لذالك	لذلك	REPLACE_OD
تعبت	تعبت	UC
كثيرا	كثيرا	UC
ولكن	ولكن	UC
كل	كل	UC
هذا	هذه	REPLACE_XG
مشكلات	مشكلات	UC
ابتدائية	ابتدائية	UC
ولقد	ولقد	UC
وصلنا	وصلنا	UC
إلى	إلى	UC
البيت	البيت	UC
مبكرا	مبكرا	UC
واستقبلونا	واستقبلونا	UC
استقبالا	استقبالا	UC
جميلا	جميلا	UC
أنا	أنا	UC
أحب	أحب	UC
الرحلات	الرحلات	UC
ولو	ولو	UC
كان	كانت	REPLACE_XG
رحلات	رحلات	UC
وخاصة	وخاصة	UC
الرحلات	الرحلات	UC
السياحية	السياحية	UC

التخصص	التخصص	UC
	في	INSERT_XM
الدراسات	الدراسات	UC
الإسلامية	الإسلامية	UC
التخصص	التخصص	UC
الذي	الذي	UC
أرغب	أرغب	UC
فيه	فيه	UC
هو	هو	UC
الدراسات	الدراسات	UC
الإسلامية	الإسلامية	UC
لأنني	لأنني	UC
جئت	جئت	UC
إلى	إلى	UC
هذه	هذه	UC
البلد	البلد	UC
لأتعلم	لأتعلم	UC
الإسلام	الإسلام	UC
كي	كي	UC
أقوم	أقوم	UC
بالدعوة	بالدعوة	UC
في	في	UC
بلدي	بلدي	UC
وكي	وكي	UC
أفهم	أفهم	UC
الإسلام	الإسلام	UC
والطر يق	والطريق	MERGE
صحيح	الصحيح	REPLACE_XF
واخترتها	واخترته	REPLACE_XG
لأنه	لأنني	REPLACE_SW
أفضل	أفضل	UC
الدراسات	الدراسات	UC
الإسلا مية	الإسلامية	MERGE
وأحبها	وأحبها	UC
وأنها	وأنها	UC
أحد	أحد	UC
التخصصات	التخصصات	UC
الفطرية	الفطرية	UC
الهامة	الهامة	UC
ويهتم	ويهتم	UC
بدراسة	بدراسة	UC
العقيدة	العقيدة	UC
الإسلامية	الإسلامية	UC
وأنه	وأنا	REPLACE_MI
أخترها	اخترتها	REPLACE_OH+REPLACE_OM
لي	لي	UC
منذ	منذ	UC
صغري	صغري	UC
لآبد	لابد	REPLACE_OR
أن	أن	UC
أدرسه	أدرسها	REPLACE_XG
ويفيدني	لتفيدني	REPLACE_OR+REPLACE_XG
في	في	UC
الدنيا	الدنيا	UC
والآخرة	والآخرة	UC
وأهم	وأهم	UC
شيء	شيء	UC
الأجر	الأجر	UC
في	في	UC
الآخرة	الآخرة	UC
وأتمنى	وأتمنى	UC
أن	أن	UC
كون	أكون	REPLACE_OM
داعية	داعية	UC
في	في	UC
بلدي	بلدي	UC
لذا	لذا	UC
اخترت	اخترت	UC
هذه	هذه	UC
ألد رآسة	الدراسة	UNK
وهي	وهي	UC
أفضل	أفضل	UC
التخصص	تخصص	REPLACE_XF
وخاصة	وخاصة	UC
للبنات	للبنات	UC
لأن	لأن	UC
الدراسات	الدراسات	UC
بالذات	بالذات	UC
تذاكرين	تذكرنا	REPLACE_OD+REPLACE_XG
الله	بالله	REPLACE_OM
يعني	يعني	UC
هذا	هذه	REPLACE_XG
لوحدها	لوحدها	UC
نعمة	نعمة	UC
وإذا	وإذا	UC
ملى	أملي	REPLACE_SW
السهولة	السهولة	UC
العين	للجميع	REPLACE_SW
في	في	UC
كل	كل	UC
التخصصات	التخصصات	UC
وهي	وهي	UC
أمانة	أمانة	UC
لجميع	لجميع	UC
الأقسام	الأقسام	UC
والله	والله	UC
يوفقنا	يوفقنا	UC
على	في	REPLACE_SW
هذه	هذه	UC
الدراسة	الدراسة	UC
وهو	وهو	UC
شرف	شرف	UC
عظيم	عظيم	UC
لحامل	لحامل	UC
الدراسات	الدراسات	UC
الإسلامية	الإسلامية	UC
وأمانة	وأمانة	UC
في	في	UC
عنقه	عنقه	UC
أحب	أحب	UC
أن	أن	UC
أستفسر	أستفسر	UC
عن	عن	UC
هذا	هذا	UC
التخصص	التخصص	UC
وأتمنى	وأتمنى	UC
	أن	INSERT_XM
أكون	أكون	UC
معلمة	معلمة	UC
لهذه	لهذه	UC
الدراسة	الدراسة	UC

أنا	أنا	UC
أحب	أحب	UC
السفر	السفر	UC
كثيرا	كثيرا	UC
نحن	نحن	UC
السفر	نسافر	REPLACE_SW
بشكل	بشكل	UC
متكرر	متكرر	UC
ممكن	تقريبا	REPLACE_SW
هكذا	هذا	REPLACE_OD
الصيف	الصيف	UC
سافرنا	سافرنا	UC
إلى	إلى	UC
أوروبا	أوروبا	UC
	قضينا	INSERT_XM
في	في	UC
رحلتنا	رحلتنا	UC
ثلاثة	ثلاثة	UC
أسابيع	أسابيع	UC
زرنا	زرنا	UC
ست	ست	UC
دول	دول	UC
ألمانيا	ألمانيا	UC
فرنسا	فرنسا	UC
إطاليا	إيطاليا	REPLACE_OM
هولندا	هولندا	UC
سويسرا	سويسرا	UC
وبلجيكا	وبلجيكا	UC
نحن	خططنا	REPLACE_SW
تخطيطنا	تخطيطا	REPLACE_OD
مفصل	مفصلا	REPLACE_XC
حجزنا	حجزنا	UC
فنادق	فنادق	UC
وتذكرات	وتذاكر	REPLACE_OH+REPLACE_OM+REPLACE_XG
لنقل	للنقل	REPLACE_OM
زرنا	زرنا	UC
الكثير	الكثير	UC
من	من	UC
آلامكن	الأماكن	REPLACE_OH+REPLACE_OM+REPLACE_OR
التاريخية	التاريخية	UC
المتاحف	المتاحف	UC
في	في	UC
الخارج	الخارج	UC
أنا	أنا	UC
أبح	أبحث	REPLACE_OM
محاولة	محاولا	REPLACE_XG
الغداء	إيجاد غداء	UNK
المحتليفة	مختلف	REPLACE_SW
الناس	الناس	UC
الذين	الذين	UC
يسافرون	يسافرون	UC
تعلمون	يتعلمون	REPLACE_OM
ثقافات	ثقافات	UC
جديدة	جديدة	UC

الرحلة	الرحلة	UC
إلى	إلى	UC
العمرة	العمرة	UC
كانت	كانت	UC
رحلتنا	رحلتنا	UC
سنة	السنة	REPLACE_XF
الماضية	الماضية	UC
إلى	إلى	UC
المكة	مكة	REPLACE_XF
لأداء	لأداء	UC
المناسك	مناسك	REPLACE_XF
العمرة	العمرة	UC
فسافرت	فسافرت	UC
أنا	أنا	UC
وزوجي	وزوجي	UC
في	في	UC
أجارة	إجارة	REPLACE_OH
بين	بين	UC
الفصلين	الفصلين	UC
فاستعاد	أعد	REPLACE_SW
الزوجي	زوجي	REPLACE_XF
سيارته	سيارته	UC
إلى السفر	للسفر	REPLACE_S
وأنا	وأنا	UC
جمعت	جمعت	UC
بعض	بعض	UC
الأغراظ	الأغراض	REPLACE_OR
والأدوات	والأدوات	UC
السفر	للسفر	REPLACE_XM
من	من	UC
الصباح	الصباح	UC
وبعد	وبعد	UC
الصلاة	صلاة	REPLACE_XF
العصر	العصر	UC
طلعنا	طلعنا	UC
بحمد	بحمد	UC
لله	لله	UC
إلى	إلى	UC
المكة	مكة	REPLACE_XF
ويوم	واليوم	REPLACE_XF
التالي	التالي	UC
وصلنا	وصلنا	UC
في	إلى	REPLACE_SW
مكة	مكة	UC
صباحا	صباحا	UC
حجزنا	وحجزنا	REPLACE_MI
الشقة	الشقة	UC
بفندق	بفندق	UC
وبعد	وبعد	UC
ذلك	ذلك	UC
اتجهنا	اتجهنا	UC
إلى	إلى	UC
الحرم	الحرم	UC
وهذا	وهذه	REPLACE_XG
كان	كانت	REPLACE_XG
أول	أول	UC
عمرة	عمرة	UC
في	في	UC
عمري	عمري	UC
وكانت	وكانت	UC
أهم	أهم	UC
الموقف	المواقف	REPLACE_XN
الراية	رؤية	REPLACE_OH+REPLACE_XF
الكعبة	الكعبة	UC
المشرفة	المشرفة	UC
وكنت	وكنت	UC
لا	لا	UC
أصدق	أصدق	UC
العيون	عيناي	REPLACE_SW
والحمد	والحمد	UC
لله	لله	UC
الذي	الذي	UC
شرفنا	شرفنا	UC
بالعمرة	بالعمرة	UC
وإما	وأما	REPLACE_OH
خلال	خلال	UC
السفرنا	سفرنا	REPLACE_MI+REPLACE_OD
ما	ما	UC
وجدنا	وجدنا	UC
أي	أي	UC
مشكة	مشكلة	REPLACE_OM
ثم	ثم	UC
بعد	بعد	UC
ذلك	ذلك	UC
بعد	بعد	UC
ما	ما	UC
مكثنا	مكثنا	UC
بمكة	بمكة	UC
أربعة	أربعة	UC
أيام	أيام	UC
اتجهنا	اتجهنا	UC
إلى	إلى	UC
المدينة	مدينة	REPLACE_XF
الرسول	الرسول	UC
صلى	صلى	UC
الله	الله	UC
عليه	عليه	UC
وسلم	وسلم	UC
وفي	وفي	UC
المدنية	المدنية	UC
زرت	زرت	UC
مسجد	المسجد	REPLACE_XF
النبوي	النبوي	UC
الشريف	الشريف	UC
وزرت	وزرت	UC
مسجد	مسجد	UC
قبي	قباء	REPLACE_SW
الذي	الذي	UC
أسس	أسس	UC
على	على	UC
التقوى	التقوى	UC
وبعد	وبعد	UC
ما	ما	UC
مكثنا	مكثنا	UC
في	في	UC
المدينة	المدينة	UC
ثلاثة	ثلاثة	UC
أيام	أيام	UC
استعدنا	استعدينا	REPLACE_OM
للسفر	للسفر	UC
إلى	إلى	UC
الرياض	الرياض	UC
وفي	وفي	UC
الطريق	الطريق	UC
إلى	إلى	UC
الرياض	الرياض	UC
وقفنا	وقفنا	UC
في	في	UC
الصحراء	الصحراء	UC
وقضينا	وقضينا	UC
بعض	بعض	UC
الساعات	الساعات	UC
حيث	حيث	UC
هواء	الهواء	REPLACE_XF
النقي	النقي	UC
كانت	كانت	UC
مدة	مدة	UC
رحلتنا	رحلتنا	UC
لمدة	لمدة	UC
أسبوع	أسبوع	UC
فقط	فقط	UC

رحلتي	رحلتي	UC
إلى	إلى	UC
المدينة	المدينة	UC
المنورة	المنورة	UC
أن	إن	REPLACE_OH
رحلتي	رحلتي	UC
التي	التي	UC
مازالت	مازالت	UC
أتذكرها	أتذكرها	UC
وأرآها	وأراها	REPLACE_OR
كأنها	كأنها	UC
كانت	كانت	UC
أمس	أمس	UC
بينما	بينما	UC
قمت	قمت	UC
بهذه	بهذه	UC
الرحلة	الرحلة	UC
في	في	UC
العام	العام	UC
الماضي	الماضي	UC
هي	هي	UC
الرحلة	الرحلة	UC
التي	التي	UC
فعلناها	فعلناها	UC
إلى	إلى	UC
المدينة	المدينة	UC
المنورة	المنورة	UC
التي	التي	UC
نظمتها	نظمتها	UC
عمادة	عمادة	UC
شؤون	شؤون	UC
الطلاب	الطلاب	UC
ممثلة	ممثلة	UC
بنادي	بنادي	UC
الطلاب	الطلاب	UC
انطلقنا	انطلقنا	UC
في	في	UC
ظهيرة	ظهيرة	UC
الثلاثاء	الثلاثاء	UC
كما	كما	UC
هي	هي	UC
العادة	العادة	UC
لنظام	لنظام	UC
الجامعة	الجامعة	UC
في	في	UC
الرحلات	الرحلات	UC
والجميل	والجميل	UC
أنه	أنه	UC
كان	كان	UC
يوما	يوما	UC
مطيرا	مطيرا	UC
وذلك	وتلك	REPLACE_XG
نعمة	نعمة	UC
كبري	كبرى	REPLACE_OA
من	من	UC
الله	الله	UC
